Data,ivolbr,RSI_14,Volume,Signal,trends
2020-09-11,34.04169464111328,41.97730455598906,9107900.0,-0.21832470748544683,30.137931034482758
2020-09-12,34.04169464111328,41.97730455598906,9107900.0,-0.11201801499181245,30.137931034482758
2020-09-13,34.04169464111328,41.97730455598906,9107900.0,-0.22963055175218186,30.137931034482758
2020-09-14,29.863670349121094,48.31464319651097,8182100.0,0.09315164264375608,30.137931034482758
2020-09-15,30.771820068359375,48.38767080936985,9216700.0,-0.030593991597255923,30.137931034482758
2020-09-16,29.797710418701172,46.4752284641498,7139400.0,-0.10850991729953584,30.137931034482758
2020-09-17,29.1563720703125,47.97751063683493,0.0,-0.14400410766117733,30.137931034482758
2020-09-18,31.472898483276367,42.47679616609766,11370300.0,-0.3403485724613049,30.137931034482758
2020-09-19,31.472898483276367,42.47679616609766,11370300.0,-0.3100565155982197,30.137931034482758
2020-09-20,31.472898483276367,42.47679616609766,11370300.0,-0.11023785848019192,30.137931034482758
2020-09-21,32.37427520751953,39.01568142762294,9738000.0,-0.19725009652800896,30.137931034482758
2020-09-22,30.01045799255371,40.23889150294302,7281300.0,-0.5061581469686018,30.137931034482758
2020-09-23,29.878631591796875,36.21405535098623,8830700.0,-0.38505992315609283,30.137931034482758
2020-09-24,29.558679580688477,41.38577188226039,9331000.0,-0.3595450901802119,30.137931034482758
2020-09-25,30.2794246673584,41.34901725257771,7351100.0,-0.3257902059333602,30.137931034482758
2020-09-26,30.2794246673584,41.34901725257771,7351100.0,-0.16924414293131887,30.137931034482758
2020-09-27,30.2794246673584,41.34901725257771,7351100.0,-0.5417384003858523,30.137931034482758
2020-09-28,34.13348388671875,35.29158905095034,10508900.0,-0.4597928546876024,30.137931034482758
2020-09-29,32.79478454589844,32.87714601577596,8737200.0,-0.3481300700261467,30.137931034482758
2020-09-30,32.91374206542969,37.23332170959443,9454300.0,-0.1255398775082582,30.137931034482758
2020-10-01,31.36429786682129,40.77764865065018,9243500.0,-0.17303438906820715,29.224137931034484
2020-10-02,34.83382034301758,37.0180375351104,8584900.0,-0.15368681351081193,29.224137931034484
2020-10-03,34.83382034301758,37.0180375351104,8584900.0,-0.6249050411489684,29.224137931034484
2020-10-04,34.83382034301758,37.0180375351104,8584900.0,-0.3762193256125926,29.224137931034484
2020-10-05,38.8837890625,44.7860391579817,8616000.0,-0.2665110608922143,29.224137931034484
2020-10-06,37.017581939697266,43.46594187637982,11299600.0,-0.3500503500360445,29.224137931034484
2020-10-07,33.10316848754883,43.208411813964815,9829900.0,-0.4210990271414597,29.224137931034484
2020-10-08,33.10469055175781,51.52778370364726,11163600.0,-0.36744506804398536,29.224137931034484
2020-10-09,31.355867385864258,50.08546831360167,10810500.0,-0.2614108560841968,29.224137931034484
