Date,ABEV3.SA,ALOS3.SA,ALPA4.SA,ARZZ3.SA,ASAI3.SA,AZUL4.SA,B3SA3.SA,BBAS3.SA,BBDC3.SA,BBDC4.SA,BBSE3.SA,BEEF3.SA,BPAC11.SA,BRAP4.SA,BRFS3.SA,BRKM5.SA,CCRO3.SA,CIEL3.SA,CMIG4.SA,CMIN3.SA,COGN3.SA,CPFE3.SA,CPLE6.SA,CRFB3.SA,CSAN3.SA,CSNA3.SA,CVCB3.SA,CYRE3.SA,DXCO3.SA,EGIE3.SA,ELET3.SA,ELET6.SA,EMBR3.SA,ENEV3.SA,ENGI11.SA,EQTL3.SA,EZTC3.SA,FLRY3.SA,GGBR4.SA,GOAU4.SA,HAPV3.SA,HYPE3.SA,IGTI11.SA,IRBR3.SA,ITSA4.SA,ITUB4.SA,JBSS3.SA,KLBN11.SA,LREN3.SA,LWSA3.SA,MGLU3.SA,MRFG3.SA,MRVE3.SA,MULT3.SA,NTCO3.SA,PCAR3.SA,PETR3.SA,PETR4.SA,PETZ3.SA,PRIO3.SA,QUANTIDADE TE�RICA TOTAL.SA,RADL3.SA,RAIL3.SA,RAIZ4.SA,RDOR3.SA,RECV3.SA,REDUTOR.SA,RENT3.SA,RRRP3.SA,SANB11.SA,SBSP3.SA,SLCE3.SA,SMTO3.SA,SOMA3.SA,SUZB3.SA,TAEE11.SA,TIMS3.SA,TOTS3.SA,TRPL4.SA,UGPA3.SA,USIM5.SA,VALE3.SA,VAMO3.SA,VBBR3.SA,VIVA3.SA,VIVT3.SA,WEGE3.SA,YDUQ3.SA
2015-02-10 00:00:00,10680600.0,,317244.0,,,,20343000.0,12658200,2277918,16000937.0,12976500.0,634804.0,,3320687,2652785,1350500,5891700.0,8046950.0,5848735,,34558000.0,1051686,5447529,,6080800.0,7931100,199104.0,1230400,1450064.0,985750.0,1405633,1635800.0,1909200,4824.0,0.0,5612632.0,695318.0,469995.0,10404828,2479000,,3568700.0,,,38967410,22311976.0,3374900.0,2749120.0,3890678.0,,1422224.0,1683545.0,2017706.0,1752900.0,,0.0,16487700,75478700,,1469000.0,,4215120.0,,,,,,4160158.0,,867347.0,1293900,366872.0,935400.0,,0.0,598400.0,1594800.0,1201316.0,2044499,7844584.0,14323900,5708600,,,,19100,5055960,3358200.0
2015-02-11 00:00:00,12420900.0,,503763.0,,,,88685700.0,17032600,2228175,24872206.0,16143800.0,1165977.0,,4190340,2349499,2663200,3878200.0,6563808.0,3466943,,53842300.0,1588637,5605573,,8127600.0,4499500,218881.0,1420800,2780755.0,898125.0,1500870,3592800.0,2321200,7160.0,0.0,5094520.0,1059948.0,23542.0,8833356,1319500,,2359100.0,,,38716062,22426321.0,4897500.0,3927440.0,5975546.0,,3039804.0,1626019.0,1985586.0,2135400.0,,0.0,11451100,48681100,,2264000.0,,3529240.0,,,,,,3434066.0,,841411.0,1467700,916212.0,700200.0,,0.0,387800.0,4912600.0,1528538.0,796417,5251717.0,8082800,5888600,,,,2500,3399760,9387100.0
2015-02-12 00:00:00,10312000.0,,606467.0,,,,30471900.0,13287800,2213303,17602995.0,7004300.0,946308.0,,3184675,1741245,2116900,4621800.0,8664192.0,11371033,,31840100.0,1744983,6141724,,10449600.0,5892900,351132.0,2154100,1833019.0,1296750.0,1532882,1710900.0,4218200,21543.0,0.0,3806498.0,843215.0,27147.0,7417494,1538400,,3044600.0,,,19725250,21133678.0,6676000.0,4394940.0,4878777.0,,3281688.0,3260385.0,2408861.0,1524900.0,,0.0,19248800,61706000,,5740000.0,,6166160.0,,,,,,5142127.0,,762874.0,1161000,976228.0,1162800.0,,0.0,788300.0,2889800.0,1699681.0,1814663,8457531.0,17857600,5681000,,,,47900,3221400,7158900.0
2015-02-13 00:00:00,9207400.0,,815128.0,,,,26991900.0,15980400,2013819,18634639.0,5371300.0,1192826.0,,4180578,1444576,977000,3900300.0,5105894.0,7891137,,32833800.0,1389131,5161449,,6239600.0,6218700,186850.0,3156500,1877891.0,1139875.0,2098797,2145000.0,2450400,1166721.0,1003.0,6996267.0,1025871.0,120043.0,10946502,1617600,,2268300.0,,,31404799,22696030.0,2769300.0,2937330.0,15541249.0,,2298413.0,4461495.0,1911447.0,2511300.0,,0.0,20922500,72282500,,8542000.0,,4576520.0,,,,,,4151518.0,,931719.0,1572100,266684.0,525000.0,,0.0,1102300.0,2072300.0,1506241.0,1808657,8122407.0,19047300,7381400,,,,4300,4907240,4311900.0
2015-02-18 00:00:00,12971300.0,,1421471.0,,,,49479000.0,19559800,3545080,19939245.0,3698300.0,762741.0,,3107450,2666022,1525600,5282600.0,7158758.0,6753568,,11389800.0,1429752,10991086,,4472000.0,3883200,92939.0,2083500,2318013.0,972625.0,1136631,1423500.0,3183600,322068.0,0.0,1969327.0,348272.0,58961.0,6717942,1571500,,2326000.0,,,25400547,21073239.0,5691800.0,3050520.0,9218896.0,,1791722.0,2402320.0,2207453.0,1555500.0,,0.0,15097200,42896700,,4639000.0,,8323120.0,,,,,,2294916.0,,1398880.0,1679200,405592.0,143700.0,,0.0,304700.0,3169500.0,680655.0,2914993,7557212.0,8515700,5872100,,,,39600,3576560,2820500.0
2015-02-19 00:00:00,4536700.0,,518650.0,,,,22229100.0,8894400,743067,11999108.0,7672200.0,653313.0,,2919810,1620329,1703200,3074100.0,5973004.0,3191911,,23001100.0,985890,7167012,,4944400.0,2748400,124607.0,1854200,2042015.0,642500.0,853324,1470400.0,1122300,497689.0,0.0,3533175.0,366811.0,70838.0,6749316,680300,,1542900.0,,,26592684,14219799.0,3948800.0,2460480.0,8684263.0,,1091045.0,1625818.0,1046417.0,1483500.0,,0.0,12300100,38492400,,3181000.0,,3749200.0,,,,,,987285.0,,299462.0,576800,616132.0,783900.0,,0.0,592500.0,4677000.0,897598.0,1648492,5949747.0,7357400,4910700,,,,17200,3195920,2917300.0
2015-02-20 00:00:00,5547500.0,,921961.0,,,,22827900.0,5348200,1044088,8144985.0,2897400.0,299198.0,,1380076,1692710,979800,2754000.0,2663193.0,4086828,,15584400.0,526478,4472255,,3692800.0,7226600,85781.0,1375800,1681435.0,567750.0,1219663,2273800.0,1162900,143993.0,2507.0,4077318.0,541697.0,901814.0,6193656,697300,,1916400.0,,,17185962,11142829.0,2699500.0,2032030.0,5850776.0,,2066109.0,1353976.0,1774169.0,1261200.0,,0.0,9923900,35272700,,4045000.0,,2051400.0,,,,,,1551211.0,,1107542.0,1162600,601612.0,381300.0,,0.0,248800.0,2254600.0,1312499.0,484497,6791897.0,22465200,2589100,,,,4100,2158520,2824600.0
2015-02-23 00:00:00,9354500.0,,806246.0,,,,17523000.0,7563400,1093575,12216457.0,4041300.0,807794.0,,2678372,1527883,1550700,4633800.0,4808678.0,4617262,,34742400.0,547422,5122438,,3822400.0,4608500,137589.0,1476500,821723.0,664000.0,1509473,1423900.0,1675800,65611.0,2507.0,5791343.0,774242.0,450695.0,5743584,952800,,2383600.0,,,22925875,17181153.0,4594400.0,1822150.0,5053186.0,,1843726.0,1140667.0,2462430.0,1158300.0,,0.0,11294700,41168500,,2066000.0,,2936440.0,,,,,,2854522.0,,476536.0,1336200,865876.0,297300.0,,0.0,444600.0,6377500.0,920798.0,703122,4370932.0,14181500,5798700,,,,7000,2050360,4335300.0
2015-02-24 00:00:00,10065500.0,,937473.0,,,,28132200.0,12215200,1619722,17895855.0,6411600.0,1092754.0,,1867507,1963011,1052200,4195700.0,6477926.0,5746938,,16062200.0,1113040,4903376,,6632400.0,4052500,338999.0,1606400,1194351.0,482625.0,1081110,902900.0,3611000,135704.0,0.0,117027291.0,570458.0,501173.0,4551120,1154100,,2549900.0,,,29762143,18547666.0,3606000.0,5427620.0,5499273.0,,1274767.0,1696116.0,2683308.0,1907400.0,,0.0,15043400,48578000,,2439000.0,,5586360.0,,,,,,2356725.0,,928281.0,1054200,236676.0,1068000.0,,0.0,655700.0,2251000.0,1083204.0,833656,6256220.0,8338200,7130600,,,,5700,3264560,3480700.0
2015-02-25 00:00:00,9801500.0,,708046.0,,,,23346900.0,13977600,1485108,20823438.0,6702200.0,370794.0,,2159922,1599844,3330300,4148400.0,5147712.0,3872510,,12148100.0,1109549,3744051,,6560000.0,4891900,119147.0,2362000,2286786.0,918875.0,1077509,1331100.0,2585000,117365.0,0.0,7464320.0,335459.0,65748.0,4215330,910800,,4622700.0,,,23047602,15308073.0,3554200.0,2452120.0,8646027.0,,2266937.0,1267184.0,3913863.0,2452200.0,,0.0,32387000,96303900,,2079000.0,,2837120.0,,,,,,3690608.0,,508305.0,647300,512556.0,752100.0,,0.0,511600.0,2921000.0,830707.0,1244878,6528833.0,9019100,4870400,,,,17800,3592160,7923600.0
2015-02-26 00:00:00,15277800.0,,1260847.0,,,,34166700.0,9959400,2101510,12804729.0,3272300.0,586599.0,,2802020,2360529,2553600,3708300.0,3086553.0,5782557,,43072200.0,1070410,4874368,,6748000.0,4582300,586272.0,3621000,1414412.0,1060750.0,1540085,1570400.0,1737900,51235.0,0.0,5903476.0,750251.0,54083.0,6288156,1343200,,1457000.0,,,19014145,13765686.0,3241700.0,2301090.0,7258128.0,,3170155.0,1374995.0,2371021.0,3922500.0,,0.0,12633400,44179900,,2429000.0,,4195880.0,,,,,,2797365.0,,574968.0,1127800,319924.0,601500.0,,0.0,503900.0,1496400.0,1114540.0,661879,9286658.0,8698700,7354500,,,,13500,3018080,9055600.0
2015-02-27 00:00:00,19534900.0,,1516669.0,,,,49483800.0,14699000,3527132,30611553.0,4703300.0,1001327.0,,3852154,5564315,3356300,5614500.0,6058540.0,10818136,,56550700.0,1818184,10269883,,6567200.0,6532400,240478.0,3299100,2103730.0,1897625.0,1520777,2254200.0,5237700,67820.0,6118.0,5578091.0,965349.0,85048.0,8392356,1727500,,3841800.0,,,37744697,34136520.0,6379700.0,5410900.0,7434550.0,,6561324.0,1967253.0,4423597.0,3645600.0,,0.0,17673200,46969600,,2224000.0,,4585360.0,,,,,,3450349.0,,1025776.0,1077400,609356.0,558300.0,,0.0,712300.0,2299100.0,2459581.0,1745792,8004333.0,9300000,5026500,,,,45700,5079360,9124000.0
2015-03-02 00:00:00,9160400.0,,664012.0,,,,42954000.0,8619000,2724835,24428068.0,2796300.0,417067.0,,3590759,1911325,1571400,3779500.0,4211654.0,5678332,,15673900.0,999959,5207462,,3690800.0,4918800,126548.0,2697500,1426583.0,829750.0,1809387,2420300.0,2727600,171364.0,0.0,5891461.0,1123060.0,257903.0,7702632,1056500,,2481300.0,,,18418729,21189580.0,6005300.0,5750360.0,7197755.0,,1566944.0,3563303.0,2929045.0,2415300.0,,0.0,11029100,38009000,,3193000.0,,7095920.0,,,,,,2908356.0,,583092.0,874600,432696.0,402000.0,,0.0,573900.0,1776600.0,2153150.0,1489529,4468170.0,10729500,4685300,,,,13200,6914440,3860200.0
2015-03-03 00:00:00,9012500.0,,968747.0,,,,31415400.0,7975000,1395878,20408127.0,9933600.0,1314763.0,,3042156,2574521,2358400,4009000.0,4882636.0,6087541,,19261200.0,821398,4532272,,4860000.0,4076000,125335.0,2581400,3876632.0,514500.0,929753,1476700.0,3192200,67266.0,0.0,3930644.0,840353.0,1401502.0,4551120,1234800,,4852400.0,,,18925542,14909317.0,4333300.0,3481280.0,5923893.0,,1764010.0,2626189.0,2709817.0,1853400.0,,0.0,11906300,42133600,,1980000.0,,3192800.0,,,,,,1755913.0,,434246.0,654200,547888.0,480300.0,,0.0,627800.0,1994800.0,1645144.0,1069097,6753262.0,7244200,4441700,,,,17000,7074080,4633000.0
2015-03-04 00:00:00,12821800.0,,675646.0,,,,30936300.0,14053400,2476633,24165055.0,3661500.0,1038955.0,,2008508,5174781,2719500,6650800.0,7267104.0,8751245,,19199500.0,1049147,4399235,,6021200.0,6352100,378311.0,2807900,4067064.0,597000.0,1266180,1636600.0,4092800,76544.0,200.0,2393828.0,1051633.0,291414.0,16852626,2218900,,2493000.0,,,24799257,29891598.0,7801700.0,4903360.0,5336938.0,,1901203.0,3100680.0,3663286.0,1635300.0,,0.0,12520600,48308500,,1667000.0,,2191280.0,,,,,,2598313.0,,873180.0,2044700,321860.0,604200.0,,0.0,283700.0,2513000.0,2179063.0,1049077,6323505.0,14456200,6035800,,,,45200,6588400,6270900.0
2015-03-05 00:00:00,23429800.0,,1325022.0,,,,36041400.0,14606000,2624836,33309541.0,5914500.0,877051.0,,8420377,3857212,1420800,9835800.0,10857715.0,11575031,,21894400.0,1992090,8129282,,8501200.0,9612000,96094.0,4773100,3255790.0,907000.0,1548688,2210100.0,25601000,40926.0,1003.0,4629470.0,838172.0,82503.0,19055736,1450300,,2795800.0,,,46983840,38369644.0,9225000.0,8310280.0,11103863.0,,5890754.0,5758750.0,9744674.0,1867500.0,,0.0,17478900,52913800,,1403000.0,,3983720.0,,,,,,1662202.0,,551219.0,1064900,468028.0,453300.0,,0.0,265700.0,5586800.0,1350464.0,1333769,6959459.0,20674900,7140400,,,,28600,11430640,4836900.0
2015-03-06 00:00:00,7333600.0,,329504.0,,,,31528800.0,8951800,2406378,19781335.0,5104200.0,1207979.0,,3139338,1995052,1626700,4315600.0,5378918.0,5641904,,10894100.0,713818,2974835,,3298400.0,6828500,223128.0,1853800,1617630.0,986125.0,1550388,1554300.0,5485300,42476.0,1003.0,3473604.0,671191.0,137223.0,8590050,1192400,,5266200.0,,,25457494,32658384.0,6604600.0,4362710.0,3170232.0,,4688859.0,3087203.0,4660644.0,1095300.0,,0.0,10129200,27181900,,1206000.0,,2283840.0,,,,,,2224799.0,,1062441.0,715900,272976.0,266400.0,,0.0,640700.0,1978500.0,2911845.0,1125555,9894395.0,11137700,7622600,,,,5000,4772560,1449500.0
2015-03-09 00:00:00,10550500.0,,1946626.0,,,,30692100.0,11668200,3988408,19038980.0,4369900.0,2044961.0,,3729374,2200429,2341300,12189500.0,6682176.0,9102574,,11424400.0,762478,6095711,,4392800.0,6463200,1799949.0,3054300,1085796.0,748875.0,1132430,1139800.0,3963500,13850.0,0.0,6027122.0,393391.0,175824.0,12257910,1433100,,4348400.0,,,25123806,36374415.0,8565800.0,3941960.0,5917856.0,,4627276.0,2705942.0,3080623.0,2760900.0,,0.0,15704800,37625700,,1770000.0,,3099720.0,,,,,,2978473.0,,897762.0,1605800,227480.0,1020900.0,,0.0,428800.0,2496400.0,1814479.0,836859,7237281.0,8998700,5393600,,,,10100,4503200,2034000.0
2015-03-10 00:00:00,13599600.0,,1780373.0,,,,30436200.0,12909000,4346865,28325304.0,12036300.0,1725220.0,,2448866,2270604,2593200,12288500.0,10929081.0,7131813,,28431700.0,1368504,4946388,,3752400.0,6313900,206869.0,2966700,1961613.0,964500.0,1566595,1522600.0,3095100,66116.0,0.0,6158777.0,551647.0,268932.0,18726876,1870800,,3999000.0,,,40618651,55093054.0,6445300.0,4086940.0,8326723.0,,3472253.0,2533564.0,3076443.0,2526000.0,,0.0,22419600,72090500,,2662000.0,,3206840.0,,,,,,2472368.0,,982237.0,1537200,388168.0,413100.0,,0.0,478300.0,2292400.0,1191072.0,922146,6909971.0,12807300,5896000,,,,3900,2976480,2316400.0
2015-03-11 00:00:00,9992700.0,,1356421.0,,,,43041300.0,9907200,2705604,17377227.0,11313700.0,1005293.0,,3241076,3312935,13310900,8412000.0,9669196.0,5840842,,26578000.0,614700,4385231,,3828800.0,4540500,279789.0,2185000,1789006.0,824875.0,1417938,1006900.0,3176800,116131.0,0.0,3539182.0,502985.0,205941.0,8912862,1383600,,3330400.0,,,37385554,46773457.0,7751300.0,2526480.0,9894398.0,,2197486.0,1821326.0,3730165.0,2171100.0,,0.0,16459800,44035300,,809000.0,,2627040.0,,,,,,1760897.0,,1276700.0,855500,550792.0,288000.0,,0.0,332000.0,2001300.0,1524018.0,884908,9770243.0,6398000,11250500,,,,6600,2511600,2078900.0
2015-03-12 00:00:00,11867600.0,,1144507.0,,,,46352400.0,8759600,2254328,25786246.0,6170400.0,722875.0,,5297742,1796397,8778000,5978500.0,7458566.0,9244644,,17068900.0,1491952,5344500,,3531600.0,9371900,208325.0,2049300,1458178.0,713875.0,1253075,1478300.0,3017800,40961.0,0.0,7482341.0,696545.0,41782.0,8446536,1139900,,2109200.0,,,23414087,28754319.0,13019700.0,2911480.0,5243025.0,,3043225.0,2315930.0,4432617.0,1632600.0,,0.0,14975800,63029900,,902000.0,,4060160.0,,,,,,2736220.0,,1195350.0,895400,1303412.0,515400.0,,0.0,552800.0,2131700.0,1994662.0,936161,10595463.0,5702600,10526500,,,,9400,3182400,2534500.0
2015-03-13 00:00:00,16727500.0,,3421889.0,,,,52621200.0,15468200,2233559,24809450.0,4009800.0,1466091.0,,5655668,2637448,5510700,11205600.0,5692204.0,8297108,,11241000.0,1477460,8147287,,8148800.0,5906900,256494.0,1765400,1429164.0,861250.0,3185109,1994300.0,3435300,80709.0,1003.0,4185445.0,423243.0,62779.0,14731794,1160000,,3375400.0,,,22637876,34837473.0,9152900.0,3536500.0,3942330.0,,2778418.0,2352538.0,3730495.0,2300100.0,,0.0,31001700,72933500,,1677000.0,,3309800.0,,,,,,2204528.0,,1100147.0,1501700,2223980.0,443100.0,,0.0,303600.0,4097700.0,1659004.0,501715,7233374.0,8637700,14184500,,,,4900,2286440,2278800.0
2015-03-16 00:00:00,8016300.0,,1984405.0,,,,48949500.0,9297600,1701002,19831590.0,4736500.0,655042.0,,4033069,1750594,2719400,7381900.0,9428659.0,4473169,,12999900.0,678804,4568282,,5828000.0,5815500,256251.0,3314400,791480.0,483500.0,2172625,1339600.0,2017400,70183.0,0.0,3446572.0,748207.0,230119.0,12260808,1079100,,1514000.0,,,20611765,20000574.0,4938600.0,4753320.0,4178454.0,,1464306.0,1245964.0,3724995.0,2879100.0,,0.0,17238000,53380500,,2216000.0,,8459880.0,,,,,,4229943.0,,708085.0,1063600,1483944.0,510900.0,,0.0,356200.0,3071200.0,1737344.0,353162,9344393.0,8289700,7892200,,,,17000,4793360,1965100.0
2015-03-17 00:00:00,11610600.0,,987761.0,,,,109299900.0,11792600,4348147,27340600.0,4389400.0,704163.0,,10731062,2311890,2787700,8760300.0,10108627.0,7737937,,12930200.0,890368,7273042,,6456800.0,5686100,236110.0,2370100,1072273.0,847375.0,1881414,1629600.0,2083900,17314.0,0.0,8166650.0,798233.0,285263.0,9263520,1219000,,3085400.0,,,30047858,32445303.0,6272100.0,2809730.0,6714104.0,,2228961.0,1841943.0,5311837.0,2067000.0,,0.0,24537000,63896300,,4165000.0,,8654880.0,,,,,,2726916.0,,833287.0,1116500,1033824.0,530700.0,,0.0,653100.0,3705400.0,4125817.0,1632076,8059897.0,9155000,8644000,,,,16400,4258280,1728000.0
2015-03-18 00:00:00,14337800.0,,2160041.0,,,,142158900.0,24785000,3006882,23118871.0,7685800.0,755419.0,,16379138,2674111,3842100,5242300.0,14126227.0,9190609,,17702900.0,1206763,7083989,,6054400.0,5020000,491755.0,3091800,1996158.0,897000.0,3028450,1668800.0,2533800,28086.0,1504.0,7533402.0,824404.0,163947.0,10588158,1527500,,2388700.0,,,31626550,31379353.0,7296700.0,3780920.0,4197237.0,,2979589.0,3940944.0,3891754.0,2612700.0,,0.0,19371200,65324600,,9823000.0,,20793760.0,,,,,,3546054.0,,929844.0,1133100,1041084.0,633900.0,,0.0,1216800.0,3705100.0,2813317.0,4028136,11057778.0,6779900,9506400,,,,13000,3010800,1803800.0
2015-03-19 00:00:00,7329200.0,,2114381.0,,,,55851000.0,11416400,980499,15463686.0,3462800.0,846846.0,,4195329,1641340,4074700,4028900.0,4581792.0,5056221,,23229100.0,760468,3481977,,6680800.0,4177900,407673.0,2339900,937655.0,552000.0,2291070,1780500.0,1940200,41122.0,0.0,5687721.0,728169.0,92047.0,8475012,679600,,3405800.0,,,18420361,19084725.0,11419100.0,4135120.0,5733384.0,,3119178.0,1332856.0,8923754.0,3647700.0,,0.0,11472400,42857200,,4224000.0,,9254960.0,,,,,,2193562.0,,487785.0,853700,656304.0,650100.0,,0.0,1234200.0,3479000.0,1089531.0,1296131,14748479.0,6950200,3495400,,,,18700,1829360,2087900.0
2015-03-20 00:00:00,16893900.0,,2427622.0,,,,71010900.0,18581200,4623528,26047218.0,4673400.0,1010378.0,,15622070,2751430,1938700,6113300.0,7935840.0,12372401,,15873700.0,1640047,6924944,,6732000.0,7170400,507043.0,4920500,1738110.0,1426000.0,3200715,3391000.0,2879900,90485.0,0.0,5880448.0,903464.0,354193.0,12437838,2727700,,3799700.0,,,33623616,30542094.0,9605200.0,3285590.0,5310105.0,,1815329.0,2099805.0,13612669.0,2988300.0,,0.0,27842600,65339300,,2616000.0,,5806840.0,,,,,,2727580.0,,1383777.0,1596700,477224.0,1103700.0,,0.0,2582600.0,8885700.0,1839187.0,1311747,15134826.0,5159200,10164000,,,,18800,3814200,4637200.0
2015-03-23 00:00:00,8901700.0,,1225820.0,,,,126922800.0,9680200,1278444,11658033.0,4388300.0,790302.0,,3050616,2048628,2349800,4061400.0,4702406.0,5598190,,11894600.0,1299428,4939386,,6688800.0,2975100,140986.0,2370800,760131.0,492375.0,1559392,1653400.0,2516400,46059.0,0.0,3118685.0,487581.0,367343.0,5661810,653600,,2166900.0,,,22127636,18248010.0,6312700.0,5152180.0,2261960.0,,631225.0,3133968.0,2759757.0,3809700.0,,0.0,9867300,34124600,,2293000.0,,3897400.0,,,,,,1239839.0,,454662.0,1258700,1308736.0,1396200.0,,0.0,277100.0,4203600.0,1831654.0,1623267,7402239.0,6131800,4862600,,,,11400,6585800,3553600.0
2015-03-24 00:00:00,8195300.0,,292225.0,,,,58778400.0,8084600,1333059,12732279.0,5014600.0,1463142.0,,3503121,1922775,1572600,6744800.0,5749056.0,7598498,,17766400.0,976158,4922382,,3600400.0,3731200,230893.0,2432600,819264.0,592375.0,2250154,1887000.0,2351600,9495.0,200.0,4498315.0,666421.0,797889.0,6148926,1641600,,1694200.0,,,18573580,21081769.0,8241100.0,2758690.0,7519743.0,,1519731.0,2137519.0,2517320.0,1147200.0,,0.0,9696700,36392400,,4582000.0,,7418840.0,,,,,,2626226.0,,454037.0,2300100,481580.0,713400.0,,0.0,1545600.0,2160300.0,1996771.0,1507147,10028097.0,6674800,5204700,,,,4400,4303000,1060500.0
2015-03-25 00:00:00,11088000.0,,734816.0,,,,46023900.0,12465800,2626375,28497755.0,3181600.0,765792.0,,3066885,1894726,1721900,9284700.0,8131968.0,7073124,,7983200.0,1033492,7130001,,9283600.0,4892900,384013.0,3872600,815822.0,769500.0,3413796,1787900.0,2075400,290041.0,0.0,4113861.0,1051770.0,1048794.0,11699730,1442600,,1809300.0,,,26182632,30202507.0,8272700.0,2286570.0,6276738.0,,2886189.0,3755995.0,2010666.0,1909200.0,,0.0,31587700,84659600,,3222000.0,,5224960.0,,,,,,2371014.0,,726522.0,884400,527560.0,544500.0,,0.0,377900.0,4590500.0,1225120.0,1725772,14889995.0,15558500,4752100,,,,19800,1535040,2287300.0
2015-03-26 00:00:00,16105200.0,,680775.0,,,,58165800.0,12054800,2713040,30557216.0,6608900.0,1007937.0,,3460387,2561074,2142200,8459300.0,7016716.0,10553222,,14425300.0,1422241,5543556,,5730400.0,5358200,257707.0,3015600,3210795.0,1567250.0,2817670,2397300.0,2605300,5967.0,0.0,5521524.0,595403.0,345497.0,8202222,2115900,,3648400.0,,,31067522,23475573.0,7581300.0,3637370.0,3499598.0,,3199578.0,2938259.0,1975686.0,1921200.0,,0.0,21363700,58862000,,3098000.0,,7257120.0,,,,,,2392614.0,,1125979.0,1048100,339768.0,782700.0,,0.0,468800.0,4651000.0,2127539.0,680298,9250628.0,8253700,6943000,,,,18000,3281200,2354000.0
2015-03-27 00:00:00,9339600.0,,1685675.0,,,,35216700.0,16438000,5521721,21210474.0,4479400.0,1154587.0,,6050688,2005032,2175800,4692100.0,5795366.0,9532426,,9362700.0,3781925,4771339,,6792400.0,5490600,318616.0,4870300,1836092.0,1053250.0,1332806,2207200.0,1613900,32967.0,0.0,8630698.0,434148.0,279324.0,37639854,3912600,,1602900.0,,,42704157,26505715.0,5840000.0,6950130.0,5128317.0,,1506046.0,5781680.0,2648548.0,1245900.0,,0.0,14525900,51152500,,2012000.0,,4231240.0,,,,,,2079913.0,,688711.0,1383700,896368.0,836400.0,,0.0,202100.0,2920200.0,1296530.0,1267301,11570882.0,7184900,6067800,,,,2100,3724760,1444300.0
2015-03-30 00:00:00,7648500.0,,170006.0,,,,27870900.0,9587400,2760005,20418586.0,3393500.0,587107.0,,3784690,1788203,1651300,3265800.0,5463590.0,4561810,,8250500.0,2116596,2770777,,4892000.0,3630400,520511.0,1559800,1472070.0,799875.0,2341489,2442900.0,1926600,22784.0,0.0,5830890.0,590905.0,302655.0,13547268,1121000,,1357400.0,,,27361552,21072876.0,6064200.0,9385860.0,4012765.0,,3551627.0,1483108.0,1664170.0,2436300.0,,0.0,11144500,33372200,,3680000.0,,3615040.0,,,,,,3036294.0,,526429.0,1054200,598224.0,660000.0,,0.0,914800.0,2798800.0,1535769.0,771592,6619994.0,3342300,4054400,,,,13600,6712680,2002900.0
2015-03-31 00:00:00,8654300.0,,359902.0,,,,34534800.0,19279800,3171111,23138216.0,3797700.0,889967.0,,4449348,2571790,2586800,8187600.0,6633446.0,4819033,,11529200.0,1674638,6248754,,5156000.0,8401300,598769.0,2569500,1875924.0,753625.0,2520057,3078200.0,2044100,5547.0,501.0,6659369.0,483492.0,411458.0,9961938,2573700,,1651700.0,,,21635182,24226801.0,10196600.0,5457980.0,8938499.0,,2018211.0,2136915.0,2314152.0,5166900.0,,0.0,9525900,46908300,,3966000.0,,6035640.0,,,,,,3736134.0,,765582.0,2426500,919600.0,484500.0,,0.0,1153400.0,3437100.0,3106490.0,1430268,10440490.0,6938200,5094700,,,,18600,5260320,2756400.0
2015-04-01 00:00:00,19780900.0,,330379.0,,,,71051100.0,21375200,2881158,19430481.0,3196600.0,1108111.0,,4419412,3423030,1922300,6457400.0,8172403.0,9457748,,7869500.0,1571923,7568124,,7850400.0,6035300,430240.0,2591000,2214252.0,1583000.0,2783257,3884400.0,2687400,45043.0,0.0,9337534.0,609034.0,498627.0,9772182,1758200,,2840800.0,,,34236165,27909436.0,8471700.0,3068340.0,5347000.0,,3617658.0,2039664.0,2623138.0,3637200.0,,0.0,19197100,59374600,,1441000.0,,3429920.0,,,,,,2726583.0,,1125458.0,2012000,796180.0,975000.0,,0.0,1664400.0,4759600.0,1385416.0,3740641,7848491.0,9969300,10595600,,,,15900,5945160,1942300.0
2015-04-02 00:00:00,16451500.0,,932719.0,,,,83285400.0,17881200,2262363,16688529.0,7395800.0,922307.0,,3613753,2607928,3084100,6007700.0,9232876.0,7904899,,5174700.0,1397065,9584691,,8077200.0,5314600,624734.0,2617000,1594148.0,1454375.0,1631319,2629600.0,2377100,105009.0,0.0,3634795.0,624164.0,247299.0,12929490,1158500,,3399200.0,,,32479615,22893139.0,6115800.0,3430570.0,4307249.0,,1894703.0,3557067.0,1599381.0,4978500.0,,0.0,15862500,69001800,,3438000.0,,4508920.0,2668180.0,,,,,1859261.0,,1078481.0,1303800,561440.0,925200.0,,0.0,3749500.0,3734700.0,1646650.0,1542383,8915504.0,4263400,6519700,,,,8800,4787900,1880200.0
