date,ABEV3,ALPA4,BBAS3,BBDC3,BBDC4,BEEF3,BRAP4,BRFS3,BRKM5,CCRO3,CIEL3,CMIG4,CPFE3,CPLE6,CSAN3,CSNA3,CYRE3,DXCO3,EGIE3,ELET3,ELET6,EMBR3,ENEV3,ENGI11,EQTL3,EZTC3,FLRY3,GGBR4,GOAU4,HYPE3,ITSA4,ITUB4,JBSS3,LREN3,MRFG3,MRVE3,MULT3,PCAR3,PETR3,PETR4,PRIO3,RADL3,RENT3,SANB11,SBSP3,SLCE3,SMTO3,SUZB3,TAEE11,TIMS3,TOTS3,TRPL4,UGPA3,USIM5,VALE3,VIVT3,WEGE3,YDUQ3
2022-12-01,0,0,32,0,34,0,0,43,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,30,0,0,0,0,42,0,0,0,0,0,0,0,0,60,0,0,45,0,0,29,0,52,0
2023-01-01,0,0,41,21,26,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,28,0,0,0,11,57,0,0,0,0,0,0,0,0,40,0,0,0,0,0,34,0,0,0
2023-02-01,0,0,49,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,47,59,0,0,32,0,0,0,0,45,0,0,0,0,0,0,0,0,43,0,0,54,0,0,31,0,0,0
2023-03-01,0,0,50,0,30,0,0,0,0,0,0,0,44,54,65,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,60,0,0,0,26,0,0,0,0,38,83,0,0,0,0,0,0,0,48,0,0,0,0,67,28,0,0,0
2023-04-01,0,0,60,0,27,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,31,0,0,0,0,35,0,0,0,0,0,0,0,0,61,0,0,0,0,0,38,0,0,0
2023-05-01,0,0,53,0,29,0,0,0,0,0,0,32,0,71,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,48,77,0,0,0,0,0,0,59,100,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0
2023-06-01,0,0,44,0,27,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,53,0,0,0,0,0,56,0,0,0
2023-07-01,0,0,46,0,0,0,0,0,0,0,50,0,0,98,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,68,0,0,83,0,52,0
2023-08-01,0,0,67,0,41,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,68,0,0,0,0,0,66,0,0,62,0,86,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,71,0,0,0,0,0,99,0,54,0
2023-09-01,0,0,28,0,30,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,20,32,0,0,0,0,0,0,0,0,91,0,0,0,0,76,46,0,83,0
2023-10-01,0,0,29,0,42,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,63,0,0,80,0,0,56,0,0,0
2023-11-01,0,0,50,0,70,33,0,0,0,0,0,52,0,100,0,69,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,45,0,0,0,0,55,63,0,0,0,0,0,0,0,61,0,0,100,0,69,66,0,0,0
2023-12-01,0,0,48,0,34,0,0,0,100,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,72,0,0,46,0,0,0
2024-01-01,0,0,62,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,81,0,0,0,0,0,0,50,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,100,47,0,0,0
2024-02-01,0,0,67,0,100,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,62,100,0,0,0,0,78,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,66,0
2024-03-01,0,0,63,0,61,41,0,0,0,0,0,0,0,82,0,91,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,100,81,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0
2024-04-01,0,0,42,0,65,37,100,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0
2024-05-01,0,0,100,0,70,52,0,0,0,0,0,40,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,100,0,0,0,0,0,0,48,0,73,0
2024-06-01,0,0,90,0,59,0,0,0,0,0,0,0,91,0,61,61,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,80,0,44,0,0,0,0,0,100,0,84,0,0,0,0,0,0,79,0,0,0
2024-07-01,0,0,68,0,54,0,0,85,0,85,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,100,0,35,0,0,0,0,0,0,0,0,64,0,0,81,0,97,85,0,0,0
2024-08-01,0,0,95,37,72,45,73,0,0,0,0,54,0,0,73,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,94,0,0,0,58,95,0,0,0,0,0,0,0,73,0,0,0,0,0,100,0,0,0
2024-09-01,12,0,72,4,21,14,20,14,28,0,5,10,7,25,24,24,9,0,100,18,0,27,0,0,12,12,0,16,15,5,15,14,20,23,9,100,0,12,4,53,51,0,10,5,6,13,5,12,13,7,0,18,7,29,76,0,12,9
